Time Stamp,Engagement Score,Angry,Happy,Sad,Surprise,Neutral
0.1555161476135254,0.9099999999999999,0,0,0,0,1
0.6881351470947266,0.88,0,0,0,0,1
0.9517390727996826,0.89,0,0,0,0,1
1.1354951858520508,0.89,0,0,0,0,1
1.3253638744354248,0.87,0,0,0,0,1
1.4998178482055664,0.88,0,0,0,0,1
1.6882879734039307,0.87,0,0,0,0,1
1.8780689239501953,0.86,0,0,0,0,1
2.0828168392181396,0.87,0,0,0,0,1
2.2720041275024414,0.86,0,0,0,0,1
2.473072052001953,0.86,0,0,0,0,1
2.6642370223999023,0.86,0,0,0,0,1
2.8625950813293457,0.87,0,0,0,0,1
3.054760217666626,0.87,0,0,0,0,1
3.2377190589904785,0.87,0,0,0,0,1
3.420999050140381,0.87,0,0,0,0,1
3.6237218379974365,0.87,0,0,0,0,1
3.8118371963500977,0.87,0,0,0,0,1
3.992853879928589,0.89,0,0,0,0,1
4.16840386390686,0.88,0,0,0,0,1
4.343506097793579,0.88,0,0,0,0,1
4.51845121383667,0.88,0,0,0,0,1
4.6929309368133545,0.88,0,0,0,0,1
4.8616650104522705,0.87,0,0,0,0,1
5.038210868835449,0.88,0,0,0,0,1
5.212090015411377,0.88,0,0,0,0,1
5.374844074249268,0.8999999999999999,0,0,0,0,1
5.550609111785889,0.89,0,0,0,0,1
5.71926212310791,0.88,0,0,0,0,1
5.884688138961792,0.8999999999999999,0,0,0,0,1
6.050372123718262,0.89,0,0,0,0,1
6.220157146453857,0.89,0,0,0,0,1
6.38203501701355,0.88,0,0,0,0,1
6.56371808052063,0.89,0,0,0,0,1
6.741199970245361,0.8999999999999999,0,0,0,0,1
6.908524990081787,0.8999999999999999,0,0,0,0,1
7.0724310874938965,0.89,0,0,0,0,1
7.235258102416992,0.88,0,0,0,0,1
7.4001100063323975,0.89,0,0,0,0,1
7.568711042404175,0.88,0,0,0,0,1
7.737846851348877,0.89,0,0,0,0,1
7.902940988540649,0.89,0,0,0,0,1
8.07975697517395,0.88,0,0,0,0,1
8.26002812385559,0.89,0,0,0,0,1
8.42579197883606,0.89,0,0,0,0,1
8.59104609489441,0.89,0,0,0,0,1
8.754356861114502,0.89,0,0,0,0,1
8.929289817810059,0.88,0,0,0,0,1
9.09464693069458,0.88,0,0,0,0,1
9.26305603981018,0.8999999999999999,0,0,0,0,1
9.436866998672485,0.89,0,0,0,0,1
9.609011173248291,0.89,0,0,0,0,1
9.774439096450806,0.8200000000000001,0,0,0,0,1
9.942529916763306,0.8200000000000001,0,0,0,0,1
10.109076976776123,0.84,0,0,0,0,1
10.277085065841675,0.84,0,0,0,0,1
10.446836948394775,0.84,0,0,0,0,1
10.611018896102905,0.85,0,0,0,0,1
10.787836074829102,0.87,0,0,0,0,1
10.958915948867798,0.8999999999999999,0,0,0,0,1
11.124794006347656,0.88,0,0,0,0,1
11.291754961013794,0.88,0,0,0,0,1
11.456029176712036,0.89,0,0,0,0,1
11.62179183959961,0.8999999999999999,0,0,0,0,1
11.789019107818604,0.8999999999999999,0,0,0,0,1
11.952208042144775,0.8999999999999999,0,0,0,0,1
12.119144916534424,0.8999999999999999,0,0,0,0,1
12.287890195846558,0.9099999999999999,0,0,0,0,1
12.460692882537842,0.89,0,0,0,0,1
12.629163980484009,0.8999999999999999,0,0,0,0,1
12.794939994812012,0.89,0,0,0,0,1
12.956975936889648,0.89,0,0,0,0,1
13.12297010421753,0.89,0,0,0,0,1
13.292943954467773,0.8999999999999999,0,0,0,0,1
13.478315830230713,0.88,0,0,0,0,1
13.661456108093262,0.9099999999999999,0,0,0,0,1
13.836947202682495,0.9099999999999999,0,0,0,0,1
14.024872064590454,0.9099999999999999,0,0,0,0,1
14.249092102050781,0.89,0,0,0,0,1
14.427423000335693,0.8999999999999999,0,0,0,0,1
14.598761796951294,0.89,0,0,0,0,1
14.768157005310059,0.8999999999999999,0,0,0,0,1
14.946555137634277,0.8999999999999999,0,0,0,0,1
15.11672306060791,0.8999999999999999,0,0,0,0,1
15.291640996932983,0.8999999999999999,0,0,0,0,1
15.472048044204712,0.89,0,0,0,0,1
15.655821084976196,0.89,0,0,0,0,1
15.834342002868652,0.8999999999999999,0,0,0,0,1
16.00259017944336,0.9099999999999999,0,0,0,0,1
16.17394495010376,0.89,0,0,0,0,1
16.349348068237305,0.89,0,0,0,0,1
16.520129919052124,0.8999999999999999,0,0,0,0,1
16.694437980651855,0.88,0,0,0,0,1
16.88006281852722,0.8999999999999999,0,0,0,0,1
17.080589056015015,0.88,0,0,0,0,1
17.29740619659424,0.9099999999999999,0,0,0,0,1
17.50723099708557,0.8999999999999999,0,0,0,0,1
17.75192379951477,0.8999999999999999,0,0,0,0,1
18.55266499519348,0.8999999999999999,0,0,0,0,1
18.779557943344116,0.8999999999999999,0,0,0,0,1
18.948395013809204,0.8999999999999999,0,0,0,0,1
19.1144540309906,0.8999999999999999,0,0,0,0,1
19.289589881896973,0.9199999999999999,0,0,0,0,1
19.464786052703857,0.89,0,0,0,0,1
19.64477515220642,0.87,0,0,0,0,1
19.82407307624817,0.89,0,0,0,0,1
20.002174854278564,0.8999999999999999,0,0,0,0,1
20.177685976028442,0.8999999999999999,0,0,0,0,1
20.35674214363098,0.8999999999999999,0,0,0,0,1
20.53661799430847,0.89,0,0,0,0,1
20.721724033355713,0.8999999999999999,0,0,0,0,1
20.89577579498291,0.8999999999999999,0,0,0,0,1
21.07224702835083,0.8999999999999999,0,0,0,0,1
21.24320912361145,0.89,0,0,0,0,1
21.42101812362671,0.8999999999999999,0,0,0,0,1
21.595272064208984,0.8999999999999999,0,0,0,0,1
21.769214153289795,0.8999999999999999,0,0,0,0,1
