Time Stamp,Engagement Score,Angry,Happy,Sad,Surprise,Neutral
27.045061111450195,0.47,0,1,0,0,0
27.526736736297607,0.37,0,1,0,0,0
28.004459857940674,0.45999999999999996,0,1,0,0,0
28.540613889694214,0.43,0,1,0,0,0
29.0169997215271,0.12999999999999995,0,1,0,0,0
29.50496196746826,0.41,0,1,0,0,0
30.037221670150757,0.43,0,1,0,0,0
30.510228872299194,0.45999999999999996,0,1,0,0,0
31.042266845703125,0.48,0,0,0,0,1
31.526159048080444,0.47,0,0,0,0,1
32.0545768737793,0.48,0,0,0,0,1
32.53296184539795,0.47,0,0,0,0,1
33.015380859375,0.47,0,0,0,0,1
33.50549077987671,0.48,0,0,0,0,1
34.02904486656189,0.45999999999999996,0,0,0,0,1
34.51063084602356,0.45999999999999996,0,0,0,0,1
35.03284692764282,0.45999999999999996,0,0,0,0,1
35.50609493255615,0.48,0,0,0,0,1
36.03896999359131,0.48,0,0,0,0,1
36.51683712005615,0.49,0,0,0,0,1
37.04973483085632,0.49,0,0,0,0,1
37.51709485054016,0.48,0,0,0,0,1
38.054375886917114,0.45999999999999996,0,0,0,0,1
38.53786277770996,0.49,0,0,0,0,1
39.0180778503418,0.43,0,0,0,0,1
39.55785083770752,0.8300000000000001,0,0,0,0,1
40.04060101509094,0.8300000000000001,0,0,0,0,1
40.5134859085083,0.0,0,0,0,0,1
41.06289291381836,0.41,0,0,0,0,1
41.54138994216919,0.43,0,0,0,0,1
42.02130389213562,0.44999999999999996,0,0,0,0,1
42.50258493423462,0.44999999999999996,0,0,0,0,1
43.0304639339447,0.44999999999999996,0,0,0,0,1
43.50314903259277,0.44999999999999996,0,0,0,0,1
44.04143977165222,0.47,0,0,0,0,1
44.52919793128967,0.45999999999999996,0,0,0,0,1
45.01522183418274,0.45999999999999996,0,0,0,0,1
45.546650648117065,0.44999999999999996,0,0,0,0,1
46.02531290054321,0.43999999999999995,0,0,0,0,1
46.56073069572449,0.39,0,0,0,0,1
47.03465795516968,0.8,0,0,0,0,1
47.50874185562134,0.37,0,0,0,0,1
48.045137882232666,0.47,0,0,0,0,1
48.517873764038086,0.51,0,0,0,0,1
49.06038975715637,0.43,0,0,0,0,1
49.53916692733765,0.49999999999999994,0,1,0,0,0
50.01325798034668,0.51,0,0,0,0,1
50.551350831985474,0.53,0,0,0,0,1
51.02105903625488,0.49,0,1,0,0,0
51.501240968704224,0.49999999999999994,0,0,0,0,1
52.03295397758484,0.52,0,0,0,0,1
52.520997047424316,0.49999999999999994,0,0,0,0,1
53.00370192527771,0.52,0,0,0,0,1
53.550429821014404,0.52,0,0,0,0,1
54.0161018371582,0.49999999999999994,0,0,0,0,1
54.55329775810242,0.49,0,0,0,0,1
55.01598787307739,0.49,0,0,0,0,1
55.559231996536255,0.49,0,0,0,0,1
56.03504991531372,0.51,0,0,0,0,1
56.510530948638916,0.51,0,0,0,0,1
57.05585289001465,0.52,0,0,0,0,1
57.52606391906738,0.51,0,0,0,0,1
58.01104187965393,0.49,0,0,0,0,1
58.54348587989807,0.48,0,0,0,0,1
59.02977991104126,0.49999999999999994,0,0,0,0,1
59.51386904716492,0.45999999999999996,0,0,0,0,1
60.05727195739746,0.44999999999999996,0,0,0,0,1
60.54217004776001,0.49999999999999994,0,0,0,0,1
61.02350378036499,0.45999999999999996,0,0,0,0,1
61.50433564186096,0.49999999999999994,0,0,0,0,1
62.042031049728394,0.45999999999999996,0,0,0,0,1
62.528666734695435,0.49,0,1,0,0,0
63.05804085731506,0.51,0,0,0,0,1
63.54346799850464,0.54,0,0,0,0,1
64.01090884208679,0.45999999999999996,0,0,0,0,1
64.54500699043274,0.51,0,0,0,0,1
65.0322117805481,0.44999999999999996,0,0,0,0,1
65.5146758556366,0.51,0,0,0,0,1
66.05003690719604,0.51,0,0,0,0,1
66.52806806564331,0.49999999999999994,0,0,0,0,1
67.00360488891602,0.49,0,0,0,0,1
67.52951192855835,0.48,0,0,0,0,1
68.05872893333435,0.51,0,0,0,0,1
68.5308609008789,0.43999999999999995,0,0,0,0,1
69.01027393341064,0.43,0,0,0,0,1
69.54273772239685,0.84,0,0,0,0,1
70.0106909275055,0.85,0,0,0,0,1
70.54015779495239,0.84,0,0,0,0,1
71.03365087509155,0.8300000000000001,0,0,0,0,1
71.50455069541931,0.48,0,0,0,0,1
72.03173398971558,0.48,0,0,0,0,1
72.54527688026428,0.51,0,1,0,0,0
73.0376570224762,0.5,0,1,0,0,0
73.55878901481628,0.38,0,0,0,0,1
74.0413248538971,0.20999999999999996,0,0,0,0,1
74.51811289787292,0.21999999999999997,0,0,0,0,1
75.05073976516724,0.0,0,0,0,0,1
75.53081274032593,0.35,0,1,0,0,0
76.00675177574158,0.22999999999999998,0,1,0,0,0
76.54145407676697,0.24,0,0,0,0,1
77.00962591171265,0.8200000000000001,0,1,0,0,0
77.54222774505615,0.36,0,1,0,0,0
78.01726484298706,0.37,0,1,0,0,0
78.56161189079285,0.36,0,1,0,0,0
79.02444696426392,0.36,0,1,0,0,0
79.50772881507874,0.35,0,1,0,0,0
80.05194783210754,0.39,0,1,0,0,0
80.52639484405518,0.38,0,1,0,0,0
81.00263381004333,0.5,0,1,0,0,0
81.54183793067932,0.36,0,0,0,0,1
82.01725578308105,0.35,0,1,0,0,0
82.55098104476929,0.38,0,1,0,0,0
83.02993607521057,0.36,0,1,0,0,0
83.55893087387085,0.36,0,1,0,0,0
84.03719973564148,0.36,0,1,0,0,0
84.55818486213684,0.24,0,1,0,0,0
85.04052400588989,0.35,0,1,0,0,0
85.51375389099121,0.36,0,1,0,0,0
86.05659008026123,0.18999999999999995,0,1,0,0,0
86.52405285835266,0.35,0,1,0,0,0
87.00772094726562,0.35,0,1,0,0,0
87.53595280647278,0.22999999999999998,0,1,0,0,0
88.00372076034546,0.22999999999999998,0,1,0,0,0
88.55293989181519,0.37,0,1,0,0,0
89.02590298652649,0.36,0,1,0,0,0
89.54984378814697,0.22999999999999998,0,1,0,0,0
90.01266193389893,0.22999999999999998,0,1,0,0,0
90.54112100601196,0.36,0,1,0,0,0
91.00791597366333,0.35,0,1,0,0,0
91.54299092292786,0.24,0,1,0,0,0
92.0110399723053,0.35,0,1,0,0,0
92.54824495315552,0.22999999999999998,0,1,0,0,0
93.02389192581177,0.35,0,1,0,0,0
93.5594048500061,0.19999999999999996,0,1,0,0,0
94.02649903297424,0.35,0,1,0,0,0
94.50748085975647,0.37,0,1,0,0,0
95.04105591773987,0.8200000000000001,0,1,0,0,0
95.51266384124756,0.8200000000000001,0,1,0,0,0
96.04580092430115,0.84,0,1,0,0,0
96.52317476272583,0.8200000000000001,0,1,0,0,0
97.00905585289001,0.8200000000000001,0,1,0,0,0
97.54650902748108,0.8,0,1,0,0,0
98.0273687839508,0.8200000000000001,0,0,0,0,1
98.50969696044922,0.8200000000000001,0,0,0,0,1
99.04439902305603,0.8200000000000001,0,1,0,0,0
99.52347493171692,0.36,0,0,0,0,1
100.05655908584595,0.53,0,1,0,0,0
100.53074598312378,0.98,0,1,0,0,0
101.02836394309998,0.95,0,0,0,0,1
101.50941896438599,0.0,0,0,0,0,1
102.04341387748718,0.0,0,0,0,0,1
102.50998592376709,0.0,0,0,0,0,1
103.02948808670044,0.0,0,0,0,0,1
103.50333189964294,0.0,0,1,0,0,0
104.03469586372375,0.0,0,1,0,0,0
104.50526881217957,0.0,0,0,0,0,1
105.06108283996582,0.0,0,0,0,0,1
105.5528678894043,0.0,0,1,0,0,0
106.02424597740173,0.0,0,0,0,0,1
106.50684595108032,0.0,0,0,0,0,1
107.0339560508728,0.0,0,0,0,0,1
107.55767488479614,0.0,0,0,0,0,1
108.01752495765686,0.0,0,0,0,0,1
108.54631090164185,0.0,0,1,0,0,0
109.02027201652527,0.0,0,1,0,0,0
109.54967594146729,0.0,0,1,0,0,0
110.0103828907013,0.0,0,1,0,0,0
110.54044675827026,0.0,0,1,0,0,0
111.01049065589905,0.0,0,1,0,0,0
111.54968905448914,0.0,0,0,0,0,1
112.01887774467468,0.0,0,0,0,0,1
112.55334687232971,0.0,0,0,0,0,1
113.01954674720764,0.0,0,0,0,0,1
113.54677700996399,0.0,0,0,0,0,1
114.0184018611908,0.0,0,0,0,0,1
114.55522179603577,0.0,0,0,0,0,1
115.02323293685913,0.0,0,0,0,0,1
115.54715490341187,0.0,0,1,0,0,0
116.01827096939087,0.0,0,1,0,0,0
116.55176901817322,0.0,0,1,0,0,0
117.02343082427979,0.0,0,0,0,0,1
117.55699396133423,0.0,0,0,0,0,1
118.02507090568542,0.54,0,1,0,0,0
118.5009069442749,0.8200000000000001,0,0,0,0,1
119.04490494728088,0.79,0,0,0,0,1
119.52642297744751,0.8,0,1,0,0,0
120.06152892112732,0.86,0,0,0,0,1
120.5375599861145,0.85,0,1,0,0,0
121.02665901184082,0.88,0,1,0,0,0
121.51094603538513,0.86,0,0,0,0,1
122.01054406166077,0.87,0,1,0,0,0
122.5019760131836,0.8300000000000001,0,1,0,0,0
123.04906272888184,0.84,0,1,0,0,0
123.55204796791077,0.88,0,0,0,0,1
124.04374694824219,0.87,0,1,0,0,0
124.52595281600952,0.87,0,1,0,0,0
125.01435899734497,0.86,0,1,0,0,0
125.50333189964294,0.86,0,0,0,0,1
126.0537257194519,0.8300000000000001,0,0,0,0,1
126.55033373832703,0.87,0,0,0,0,1
127.04092478752136,0.89,0,0,0,0,1
127.54028105735779,0.87,0,1,0,0,0
128.03566193580627,0.88,0,1,0,0,0
128.54009079933167,0.87,0,0,0,0,1
129.04082083702087,0.87,0,1,0,0,0
129.54161667823792,0.88,0,1,0,0,0
130.02759385108948,0.88,0,0,0,0,1
130.5164577960968,0.89,0,1,0,0,0
131.02119398117065,0.88,0,1,0,0,0
131.50179886817932,0.87,0,1,0,0,0
132.054358959198,0.8200000000000001,0,1,0,0,0
132.53781390190125,0.78,0,1,0,0,0
133.03659987449646,0.86,0,1,0,0,0
133.52408480644226,0.8999999999999999,0,1,0,0,0
134.01652073860168,0.8999999999999999,0,1,0,0,0
134.51008582115173,0.88,0,1,0,0,0
135.00736689567566,0.89,0,1,0,0,0
135.50028371810913,0.88,0,1,0,0,0
136.04795575141907,0.88,0,1,0,0,0
136.54494881629944,0.9099999999999999,0,1,0,0,0
137.0470907688141,0.88,0,1,0,0,0
137.5382308959961,0.89,0,1,0,0,0
138.03421473503113,0.8999999999999999,0,1,0,0,0
138.52070379257202,0.89,0,1,0,0,0
139.01293778419495,0.8999999999999999,0,1,0,0,0
139.55668592453003,0.87,0,1,0,0,0
140.04845571517944,0.87,0,0,0,0,1
140.5340428352356,0.8999999999999999,0,1,0,0,0
141.00759887695312,0.9099999999999999,0,1,0,0,0
141.54960680007935,0.89,0,1,0,0,0
142.02905893325806,0.89,0,1,0,0,0
142.55782794952393,0.86,0,1,0,0,0
143.036150932312,0.86,0,0,0,0,1
